compatibility,item_1,item_2,item_3,item_4
1,196151265,181027074,192882961,187961425
1,172140723,192101306,188453627,181871768
1,77355409,77169795,71007312,75694809
1,132841100,126865253,127625234,119187682
1,181873612,157555738,182677879,183639308
1,213750382,210566061,209439949,213944669
1,195911103,195925898,193931963,194823169
1,182299699,212559693,203678750,194095658
1,206641404,194536015,206511495,213014664
1,161172541,171158940,206683100,203516847
1,156575288,73758653,129656441,156345814
1,174770445,177311923,176599337,176222096
1,120004557,119113285,119965295,113448011
1,181162017,181552509,68532028,142029154
1,209279100,167700629,206564053,205539094
1,209925185,209830062,193824639,209830079
1,47270149,49200684,51852695,48752340
1,181635034,146648934,185919671,195589636
1,90132729,181602769,188638670,151872885
1,154486757,154210574,154762387,154809993
1,147369308,145962909,123528799,130524219
1,204942331,205200483,189693758,205431544
1,61044212,75773069,77991006,71632597
1,206568866,195983434,178797625,211951597
1,211812604,209128860,178461625,214029076
1,66049378,65828455,8550510,63744172
1,206469058,201990509,206891371,210232487
1,196270089,195990956,185943155,196267012
1,155982343,155839826,154706983,131138208
1,166767395,168117980,164728445,166627266
1,82737614,35320114,79949526,65081740
1,125505700,111701438,102929606,46703243
1,195628755,208855189,209470735,209470224
1,165016181,176985101,190300966,196574702
1,120945474,166404370,147024925,102512067
1,44613420,53483522,52674867,34487006
1,40174617,64342485,52152090,62987607
1,179795518,183795535,145969598,141375288
1,90218720,90017122,93451517,67787166
1,134691092,136218370,135776482,133905862
1,177763670,176845679,162640444,178074536
1,187287927,169698661,183993843,167298126
1,179787935,141444328,186582314,196574702
1,124921177,164341729,127186090,55819885
1,175297829,211222129,208283772,211834131
1,97205267,104769127,86371040,85931830
1,157432503,155686418,133375738,65832301
1,178407284,200686634,167699777,179330387
1,92307165,97901963,94814378,93575463
1,158328008,174470199,126560658,167752441
1,88277782,118355551,48767574,78621187
1,211021216,209246784,211024336,210303388
1,77282796,47795415,76821402,49213997
1,144801459,183182442,187291632,193464105
1,184612826,202738823,186773988,195560194
1,160969970,183395437,178799388,67502141
1,192793071,181769029,169413238,122738235
1,98277408,63823165,17524591,89039753
1,73519266,70999369,70626735,73021724
1,192367050,146038206,193725173,198512727
1,206235275,207201640,207270498,187299553
1,198592916,165042769,203472685,167267835
1,194257911,204492765,201455078,204940047
1,172714931,172713824,172724058,172713269
1,203488858,209291059,196065595,193565445
1,76860479,78911205,68644403,77256797
1,204107602,201620605,205757415,193955197
1,206531178,206723105,206430384,194361962
1,208064742,203043766,160813640,205500207
1,150978725,171486003,175468194,166278993
1,76662746,75984174,50234355,76733839
1,158495034,178473680,170355567,157195547
1,52982549,82812082,89048846,93410653
1,163081155,145942258,159668735,163679375
1,164877666,195700828,154697230,207838791
1,53846605,86998353,89627102,56968193
1,154581453,159834068,158589766,141903600
1,83535683,116574832,112973891,15723124
1,209947567,214820428,188977938,214340591
1,177427735,203643808,191310170,202766008
1,171665125,157097756,168224191,150979033
1,193030336,211881854,212844190,212170088
1,113471430,162193144,168797620,172119764
1,203501429,151963117,205820989,206379911
1,159376785,201795092,153438840,71993501
1,178984009,203154762,205177840,205177789
1,194282438,154121217,184116387,154120995
1,159910969,162943117,166675908,163787702
1,121687059,115027443,118169985,121723450
1,201314159,201540001,182233142,191213417
1,202878786,202464821,197272660,179916410
1,189699989,189536855,190300966,172706076
1,78848318,71681641,53869625,77002776
1,82443051,154879704,33841594,64091620
1,182660665,174145673,183032278,145948495
1,75707929,101780382,50235496,105240574
1,214787593,213427138,214575072,200223412
1,197972563,195996171,152220306,192966244
1,207065130,203936372,204628054,211640483
1,203017192,173627610,205750787,200700834
1,49041759,44571383,58177803,55721809
1,178559912,176736654,171683025,178709289
1,167843452,86164334,151274054,203580759
1,159158818,138266438,143945870,143803182
1,173874867,186209997,88298252,159779117
1,116953617,112747769,67087194,53205987
1,180884112,140812367,196124307,189046573
1,211022436,211445193,143804916,211944051
1,177522465,177427452,176645928,177522398
1,181811331,208490947,201939267,173495908
1,180759503,179906585,165233298,154937089
1,194821143,171679288,170052113,193252017
1,206999662,192886993,195102261,130096473
1,179031651,193217027,192771432,191321451
1,164461764,167971092,163094406,118133081
1,156355974,148982424,154706983,141873497
1,154215969,150709028,114997420,145126815
1,62156052,132959168,101711354,22883062
1,189765815,172937869,192562884,192429460
1,137868811,138263784,140363374,127749437
1,107784642,115780869,113266913,109042133
1,130643975,134945146,135094921,111529634
1,135668891,127336826,132213507,137612002
1,204723795,202899916,194379737,204723379
1,61596907,62825513,53360713,30226372
1,127468847,155592296,156387967,151450658
1,201963728,52250424,188828124,194154216
1,182651121,14855520,205441849,9622513
1,125551638,212090364,193620268,205101226
1,50772156,179876003,207195440,191702609
1,153990492,145096419,7300145,202246588
1,197418010,215633597,96221070,146027938
1,177731546,179637187,170904692,181881650
1,192198769,178559319,168679648,209336523
1,78262674,78516068,78117265,79829159
1,189677431,183795216,191644560,185154923
1,191404130,200129630,160024333,198105525
1,93832326,95196449,47316736,99527158
1,157636847,143678356,157616522,68526163
1,150407048,151043423,153814537,158228635
1,148708755,183730631,185293541,185954202
1,213253242,212949500,212837034,213243001
1,128009744,83200436,76911191,82755532
1,158718960,159049503,151772829,170283938
1,203804963,201156286,173003255,195299666
1,146925504,155153960,155728727,143216512
1,177991519,210767863,169045975,210626557
1,195437398,196007340,128648739,193479520
1,185482825,137786349,211189918,135334529
1,89590091,81109116,73846223,81724265
1,144736101,150716652,142286770,137694409
1,132681047,131963550,100659317,132466628
1,195939776,172522417,185936822,194749333
1,127468847,140228485,136966864,144430640
1,180566349,139252531,193518893,174448447
1,204628357,205326736,199857444,183407150
1,131420957,141000786,143852448,203933556
1,204247992,208637874,190829137,203920446
1,206904548,211179313,205807240,201480472
1,82399872,103847282,100357175,102984085
1,154603644,153703729,121572798,140958602
1,102985347,67700522,80174712,82187486
1,178042138,100428043,206589048,75738650
1,98066034,109616817,105998533,77280975
1,121952971,20816718,39059296,87077188
1,113749534,108704392,137381407,110183291
1,200253605,185739750,200248864,141926948
1,110951400,140171466,145022610,137460814
1,123282118,129922199,130886290,118422240
1,210104512,202594570,207680915,120461943
1,204134261,186143606,205939072,198491256
1,105346807,106211344,99469904,105930869
1,196356868,195483486,204703901,205274987
1,95846249,91303889,112607812,94793968
1,85338955,66847833,131058548,123856292
1,132534858,194577293,128019484,201181970
1,154532719,152359609,152998750,155131792
1,193551265,157415984,188640797,190975943
1,123814899,111989215,8495818,127502491
1,162520224,152240214,157703333,162841710
1,109870166,160104044,160116931,127189106
1,99923242,117388716,183166706,23434915
1,180465465,181069684,182300744,185308631
1,212524001,214631099,213394260,201139729
1,213023427,205416233,188261628,201291074
1,202524669,202783221,213873033,209792305
1,182659353,191302788,184100337,181164474
1,205574049,202919714,183032278,200793052
1,138886553,40266019,31083657,166329246
1,173924308,181167676,178720928,178475011
1,153510121,196006404,193930121,199539877
1,206873017,208493078,145809785,179677524
1,76175390,43710865,67087194,64084102
1,142687746,190433829,74389242,207024496
1,206885929,209506512,204383324,208614375
1,72730630,79453776,80124554,76079048
1,184510351,171576246,193133187,200223130
1,196983775,188577387,194883650,192581617
1,209952145,212848252,157692277,212848233
1,114101214,106378677,131892457,115588701
1,210627079,208161211,211736198,197768677
1,117094114,101355380,112602789,22103494
1,190279032,201201124,199668793,196846275
1,192938666,192770173,193948267,193722670
1,210638346,199615611,130917091,208699542
1,195902399,192784057,194470149,185063887
1,208764380,206074027,207002599,195145062
1,209400873,205816411,205911253,209444649
1,154848428,154475680,184263551,187982769
1,202943882,193355244,170157657,191625773
1,128091961,47195839,119892988,166271922
1,207709991,138638938,206571439,127603202
1,212275533,212835123,197682232,212769887
1,135794791,135797760,138330423,138496145
1,133429997,121286617,113257216,133719008
1,191764703,196851200,198410963,192969187
1,134387137,144678423,145580195,145585684
1,186263060,188330358,188762416,195902450
1,126824660,135533276,134012061,138877662
1,191860228,198098920,198746104,198227036
1,177991519,156381836,142716989,174816216
1,74171640,72947999,62990782,78075719
1,201776647,202109609,207194893,183639308
1,15079238,26038482,14556471,14430215
1,75104112,75604057,66753639,75603904
1,104476553,105064367,106537482,105551486
1,77899829,135697649,8987188,151495930
1,60759589,58053444,60387648,59583100
1,206615769,177739049,190486274,185053751
1,143603075,137648281,145065201,145212745
1,145504116,207812803,206978579,207518201
1,146861132,141857607,149321309,138129101
1,60671555,64184064,68505948,69421578
1,114864299,113744434,102274212,123879061
1,212204932,196015097,196316373,201891088
1,6516822,4957425,8139101,8449029
1,155869691,157383353,146832832,156532515
1,65590693,172305526,154021864,152882443
1,158494797,172234126,170543269,161083752
1,203783358,198859318,181801987,205033697
1,205334268,211543881,211257579,205826202
1,174546911,160416404,179116919,172104922
1,210447315,210630832,95751783,213083867
1,181241775,197030789,213443759,212582050
1,208856053,207721026,116929247,207037321
1,197617872,173207284,185157026,198336932
1,30736254,20573268,7765544,9370091
1,207658213,209530209,147446070,209658862
1,127508739,152240214,149987948,155694209
1,205181822,209862741,199892015,209921819
1,162223915,122356831,88308339,194302044
1,215215467,194648468,209979211,214768658
1,206907175,211967519,210426620,202169736
1,48585911,18385766,34109288,761682
1,209888290,209281446,166935805,14812771
1,13328619,11232364,11302534,12188780
1,187147430,185802354,186601667,178623694
1,191311255,191311157,191313764,191223191
1,201845615,202163272,201779954,202716418
1,181140072,182698240,178124136,178830262
1,204935867,203308990,206825423,205885004
1,87704243,87876674,59453969,88603140
1,158673674,160147658,153155641,157516112
1,167296282,201891549,182904496,201893857
1,125362501,146241376,150528436,149949587
1,212228064,211575408,212400156,210630716
1,121876228,103624981,108770479,101127745
1,205135940,204767260,206138657,185937432
1,111093925,113425823,119454341,117015800
1,169194192,164081310,87292421,186064613
1,201598381,196163473,169807557,178543419
1,210280836,212942950,212179893,212804535
1,197200563,211507878,192064343,209622664
1,145621187,172207434,169022051,161233346
1,112646863,115442177,107839526,60561413
1,160549321,138081878,131107817,158367666
1,41648011,93756917,166650548,199526800
1,209270015,209659492,203803913,207211115
1,135658257,132762406,127625113,132440072
1,207324741,195890590,201598006,207114575
1,143389419,154880877,163319558,174423129
1,207609360,211124106,211124745,199825468
1,201384655,214911161,191683309,191226227
1,71364144,50453262,76712901,49429846
1,114000728,121916513,115331633,119836347
1,139111105,129092408,140392382,133108529
1,193637219,204719993,213543814,214209589
1,195135398,205282331,195676547,191963601
1,167400935,139859577,126843536,181567075
1,213633043,206757890,199609590,205445474
1,174827248,180363734,170904692,180102318
1,178250722,178673553,179975388,178682852
1,127006135,54528677,102935813,113396350
1,173710283,168559481,159031689,173179275
1,74845533,68187372,71325042,61334595
1,158885545,128212235,151556023,164687142
1,144792208,211084967,140707032,97889341
1,199856306,163113520,185545551,192409451
1,113999131,109304607,105958481,100844256
1,191506020,187974453,185855160,184581801
1,210495354,144394034,212871260,210347528
1,79838302,214320109,196424044,214321243
1,82443105,86313622,157122377,16409712
1,119145340,153692253,161399156,108433073
1,164618507,184092890,190383935,176883697
1,189208183,190262452,182733954,190262730
1,189090952,185767506,201728998,175584391
1,89556767,135901129,130774655,104052247
1,168933221,183686351,166724399,169906860
1,197505426,190313243,207030422,206527566
1,174544540,207459613,211636671,204080549
1,150081706,154086168,80288008,154303465
1,79517399,71546002,80515088,77268304
1,177400740,208300370,208312660,208621746
1,150908261,143987676,132781768,128626163
1,145592570,88126548,170810340,119704925
1,123424673,113647896,99632619,121898962
1,128147914,128430372,127969764,126440136
1,206941043,142952528,172123537,204582465
1,213511813,208741976,213945096,214592124
1,115272782,123491342,122435201,125295894
1,214775891,205461550,145809785,214249489
1,102525013,101546848,100886839,102403218
1,206730803,206730683,199811866,206730686
1,138886553,138360561,73784586,138348360
1,138589509,149835557,76621772,154939819
1,162127233,167374397,157966443,151573488
1,195934369,192162319,93562147,160829392
1,194249134,196605605,141238107,139507195
1,168673580,181671263,202306099,152291663
1,71734384,80184180,70427205,46703243
1,211889919,195503116,206615573,195469995
1,208098135,179269683,204849529,207808473
1,68956261,147322908,178165399,201516887
1,147587197,154831085,152148963,180202447
1,187547964,184611406,184607807,172842467
1,115228813,143448783,113751665,115201870
1,144904374,138565553,59609713,143685626
1,142959405,172256808,168983173,171070612
1,175189339,196104095,127825045,178131852
1,67021472,135670583,67607386,67539160
1,117376995,124318443,119146029,101303851
1,123184948,122326228,126897594,127466026
1,131841866,156023183,103148862,65581135
1,149086588,165781705,165781887,165781599
1,195028765,108275041,74383344,160694811
1,116670253,119667886,98210952,116955888
1,167571884,181520362,57587981,143218097
1,147250094,183758661,181699300,180232428
1,182454084,194254461,193756491,189044277
1,201443576,193622106,192553305,194421630
1,164421232,167013501,167958001,135546203
1,162392566,171345594,192445052,203331320
1,176740532,49364294,141838737,139241689
1,175184131,171494813,173978638,173711734
1,171802166,191641530,43375930,107998903
1,207645471,205050347,206228124,193917753
1,213238258,210595391,207078519,206376691
1,91613499,119320148,113256979,133508190
1,205226079,33413366,109324353,7888099
1,66157751,38399697,64434172,36777794
1,99017415,98873598,92860597,98321751
1,128091961,204827203,119892988,166271922
1,176728448,200738460,207703106,195394560
1,50541378,64627846,64723406,57875575
1,175355579,191611888,168878347,179663360
1,186083603,191773208,181015615,189834308
1,139045737,137889820,135644865,139542209
1,184054796,201736162,65458798,195145062
1,62067444,189864099,176242093,188670967
1,198206814,201800422,210447072,187974581
1,40482037,117487362,93181938,132246199
1,200245314,140990791,200095068,184235676
1,172914971,209106655,189614162,197225250
1,176796250,165479425,182198050,191134976
1,196201757,172517359,186707409,201549115
1,194233408,206322735,205616385,199546561
1,56362157,162886279,168985603,176606780
1,115815468,112747624,116387674,118603876
1,186778423,186778608,188457819,186976620
1,65874524,180742031,183015863,129626825
1,183249767,199720717,181751347,169342591
1,160216629,177121838,91356396,101879877
1,204939343,214402801,176760807,208594689
1,183265786,154974082,184401363,188563273
1,177415544,193586731,183280024,177318030
1,207939950,209380599,207768215,203697177
1,190390678,174459307,157939550,190505962
1,209310562,203917021,172158987,94866284
1,120267508,146833067,173780408,172725196
1,181683653,190230378,159151316,190339833
1,196144884,147659845,186540746,149673396
1,213467581,198268212,154318918,201718536
1,183978290,213811620,214926639,198509373
1,190305861,194386702,192798384,188407489
1,77508291,78890228,64098376,49482909
1,209998535,213466315,207510916,203507505
1,131296932,149737226,156935628,87788311
1,4674477,3203858,24169161,31096296
1,113935182,119092198,123309566,119767389
1,209338791,207095030,210547941,174337406
1,104761969,201499448,203617662,201499458
1,197815069,195996543,187876447,181364543
1,104309636,32994947,141906482,41160812
1,188640801,192351342,192068944,192584864
1,210638346,137928558,199923631,146006471
1,206453117,183205651,175777502,185169668
1,210638346,172515865,129081450,208184934
1,165829805,199559228,170640334,212384710
1,196210383,194047309,196399260,194998567
1,58245831,64798006,62516933,65303276
1,197256543,154743029,195665362,171519752
1,183279101,176675943,161625615,178440937
1,121726876,121026006,113100457,104256666
1,56028562,53693621,55397429,54812202
1,83324310,90134690,86545644,63202426
1,117163588,117491723,110060598,92217796
1,207125780,206687502,198253464,190634963
1,152088580,147987747,150251549,149890724
1,190862423,204084662,204625635,203979464
1,195885158,204289363,129774653,198034574
1,186072471,195374977,211553902,194139391
1,192791344,134087223,169046607,155518610
1,31480398,97238095,87436267,119348293
1,191333612,208673999,212185899,194094243
1,166403052,176166552,160921538,137997774
1,212992927,211838097,212921856,196684750
1,181335844,186692370,189069107,172172437
1,203116108,188210187,187721103,191528720
1,193875683,192365137,189844551,192779426
1,159051658,185319981,46402294,185314980
1,80608289,78813837,56647869,76538928
1,210863536,212093696,212046288,210435424
1,186141964,189308905,180844599,181307850
1,206138051,202246335,167252987,203985556
1,208750218,210089337,188847265,204681453
1,107823917,140735541,123917553,137701445
1,193586810,182262217,190533502,192479487
1,103151188,101681076,34661372,97780203
1,195894366,185186166,190298728,195679150
1,206921999,194442786,192963017,171125773
1,209829295,207649566,203470938,203527526
1,163337158,192361371,191773760,167261240
1,145360942,169259808,180236035,179734357
1,176866453,184614643,178461625,184614178
1,141671549,145294843,86371046,128960942
1,173302016,164779045,201157307,205367954
1,167161308,184169257,179301065,184007518
1,198416515,156526791,199166289,188020575
1,64165481,33755217,12748143,65018830
1,113648247,115282252,118419071,111989231
1,154119451,177853878,168545636,180176340
1,195192842,204623017,204298185,204244580
1,178405233,170424683,155556162,174139876
1,201270643,201267156,191435078,139505583
1,202438536,209672235,170640334,209173450
1,166648954,197489893,188170017,187445057
1,210280824,209564910,209941375,209941753
1,154437379,157657238,150384187,157649626
1,99565378,102197983,105030929,87957341
1,149630546,212197744,196065595,212232244
1,93157747,201519408,204183178,201653854
1,152527541,149082682,116433027,148497730
1,141871311,202363444,203394322,202231071
1,214251937,214938862,192553363,203577689
1,182880615,203208828,21228740,196153002
1,125568102,55216962,74383344,141079878
1,192793378,192322882,185936806,171991752
1,213443534,214454481,196222989,203516847
1,190778911,183883874,168510821,162358019
1,27041022,141374833,9070114,30187890
1,18270096,75714579,73455078,78468206
1,205640689,187561106,169896431,192967723
1,204774613,172666244,143852448,132837797
1,119726732,210372276,190314312,210594710
1,184278450,182777762,168153303,178931571
1,194776238,191892633,191669626,180365898
1,194004596,187972930,190888106,191317740
1,167984574,145252306,148594788,181705009
1,193359416,197502662,207263713,60090295
1,185529730,191403405,193133187,181237556
1,193081740,199146525,189549673,193970754
1,105190155,160419706,99720046,143870699
1,179581025,168717418,176702640,179096908
1,191422682,173374319,195729907,195828063
1,113099609,110653878,113627787,112167284
1,194233408,193137389,195624311,185534491
1,203062321,203061891,200967303,164542233
1,123074795,126716174,151688918,127108460
1,41642861,50705463,43219372,46078589
1,111807598,148022577,142539979,144855367
1,209816002,211045708,181801987,210647082
1,167897167,182857316,150419654,177853755
1,203493594,203773427,189477273,192718170
1,194916743,126773775,14392861,127937096
1,203488858,210345318,206279004,206942937
1,159852934,149827578,167584127,173679673
1,95697798,88222966,56019936,59227278
1,179846192,205858794,206126964,205367329
1,62591395,4257312,85222470,87508109
1,191069203,143685300,169021584,200139770
1,200412600,178442579,207214157,199667814
1,106770444,99551093,113726879,101270441
1,113109347,120454171,118496150,104385916
1,85312382,106412706,108057888,103237881
1,172147014,186204979,44114982,77510956
1,159272764,156726298,111491079,154367235
1,115290832,107181065,154182910,89855250
1,173785036,191200306,196569096,113108115
1,193417705,212394823,208657108,209831412
1,177815501,158184817,177480762,128423285
1,89552218,65521152,3732051,94131751
1,76815768,34966151,68567686,8444483
1,205051845,204388175,204481858,203607366
1,194082050,206204126,203470938,205058097
1,194318696,194318524,193110199,194318486
1,188954785,200769662,194859469,207206144
1,65725798,65435899,65048299,66541453
1,206481195,192212042,207497455,140516706
1,203280084,205037886,190304088,203347040
1,202385458,203219302,83555646,190769700
1,205645505,189395371,207939195,195717607
1,155897697,150590041,114257432,126883723
1,119700825,106335031,119966292,121351723
1,65582665,24408972,62420767,27073444
1,107138187,147433100,203567932,30022896
1,98443781,104760680,66709240,119601396
1,184170414,193172538,189895840,193077829
1,192574495,214049961,212626107,207991560
1,196065440,204372929,190492367,205441556
1,126701404,128099370,111039040,126532763
1,138099347,201814626,19851657,111170369
1,209332608,196162139,209168745,188803082
1,207707308,158844938,207140961,207341373
1,73999256,78244212,77057364,77529889
1,164444661,160414907,169265719,172216948
1,139420521,131109195,136180503,115111170
1,214201049,214013171,79041963,212930532
1,188104693,186380417,189703648,187790481
1,113204463,207624559,176760807,151020313
1,164184304,178549809,173978633,213785806
1,113517677,197976154,165233320,163586579
1,151580610,148846175,141497056,148846338
1,105437858,98895870,104393931,105454887
1,92124335,43986099,114134990,95198643
1,147398153,177581164,78182231,90460505
1,209417902,184183306,212091634,208660765
1,192991256,112720029,126686019,191321451
1,172147014,172847311,191623135,91948193
1,174697680,208022685,16706001,202758890
1,115156967,98797078,9644729,40075767
1,60778191,73674579,67087194,72131928
1,96961021,125000577,120492535,124520232
1,177991382,207760069,160719953,206297034
1,212029399,212029216,208412573,212029169
1,160142461,142879906,171140159,162410864
1,179227186,181513656,154112180,171357038
1,192240337,191972862,178775360,192427709
1,72362845,85451160,79041963,71952466
1,204656053,199559272,201971916,191944205
1,111981461,95655285,67036858,116578956
1,207597503,210546340,210547941,210545502
1,157877049,163780285,126230192,170222954
1,135506628,137744510,128943990,137612002
1,192408625,196169657,171913502,196169695
1,117339903,120710726,97140607,116864465
1,124467236,121243911,122164024,117522408
1,41481672,44335837,44909694,4423627
1,169337252,211507315,209334172,206215343
1,126415690,168717418,138390317,15325152
1,189611605,191476573,157692562,190544375
1,162504637,187415425,194379737,197163796
1,180818375,122015860,65458798,159947663
1,159938702,162044461,162312794,146332484
1,15079238,14814328,33677725,15047925
1,188646189,201651435,201653121,201653798
1,209333848,183205054,194157084,187955729
1,183065710,142304929,196569096,187433659
1,72388431,213995011,167165423,139354225
1,198623269,200769866,156581426,128070245
1,166655014,181340867,173436514,162798632
1,47298951,35576843,35284926,41927196
1,115198671,108345265,49287820,114722700
1,191338122,196970676,190536889,191319256
1,175938548,212150267,203505611,212150279
1,90729788,92428481,64080343,53882541
1,177991519,127001872,187518008,184845179
1,202807060,204392893,145809785,203168296
1,208649930,180654667,206801003,200298832
1,141928058,130876461,135604723,140959232
1,213597839,194599167,178978857,194599145
1,123378296,169705984,169020666,114007580
1,207028098,201497503,207349095,206478791
1,209216617,211092676,162062652,209966795
1,144756612,134253592,145141200,140749133
1,201532439,199444353,201459999,206532131
1,213196140,209711184,208045227,211576263
1,209369338,208966301,209328237,206003200
1,210367161,207312777,210544142,207106186
1,191909658,203251063,199078517,197627169
1,208765187,204940241,209928294,209854817
1,114538695,112369858,118496155,113659741
1,28930634,35577568,42823788,38549935
1,211353619,194289698,200202163,184286001
1,188309577,202167228,152924841,187521863
1,142430119,132704981,95399191,140076171
1,112719927,116136756,113751264,117364813
1,204679603,206404750,206068247,186735012
1,195464459,204269067,204641014,203976074
1,134703917,140445256,139486550,141429154
1,127458310,116108137,123140382,125601803
1,119151118,196300750,119892988,196300922
1,185660580,195499202,180800745,195524740
1,194107542,108840796,129375319,155408840
1,201226168,209057152,148890103,82480108
1,96729354,93241359,94663777,77990424
1,185295743,142486494,156581426,193812194
1,154644765,154708383,157853559,144090846
1,186722641,187107310,195264534,185463539
1,212667102,206266107,214766922,208496108
1,117781516,96296981,117127878,120369368
1,213448924,177407753,213114887,210923709
1,65215154,65474091,119966298,2885019
1,200691542,202981560,184797229,204002088
1,209806503,198732042,208898297,212169127
1,199890032,200906978,201389736,188597817
1,188966393,180259335,188402573,184310737
1,184390316,181986659,166052121,175918870
1,202377463,201133006,198745091,197974841
1,166966121,164988458,13489457,69918526
1,192109137,165103457,184401363,191867595
1,122140344,129235008,131176381,115588701
1,124265274,121719882,15814483,65461843
1,174615472,204843177,191842107,138625349
1,195851865,213410996,204696727,211573571
1,94255362,96636273,89522921,92430035
1,125253010,118876288,120656841,117624686
1,123660680,191111515,162041766,187392949
1,169224277,190478332,188953213,187982117
1,185363142,200089416,181725282,199769821
1,195298378,195540860,94420194,203575319
1,205356898,201702942,200957054,191568900
1,62741542,67441187,63853934,65757551
1,181700586,174899152,132570322,180116580
1,133459904,139822819,138290103,138788675
1,187502437,168505613,189977167,151873043
1,202651203,207351770,210024365,191219168
1,80700109,85718292,84302276,85718508
1,139136556,135638853,101369282,104895670
1,170394352,147123019,162794201,175858350
1,112584728,75930872,53331292,54189125
1,53319909,53356441,59111155,36329841
1,113641575,115841158,119935126,119743477
1,171999326,187561855,186678530,186075875
1,200686413,209497609,190436013,188737093
1,87081117,85468147,91226600,85184184
1,210507543,212739762,196569096,192660219
1,151508124,166642256,125361994,163437918
1,195487616,180380570,202014524,202186330
1,142272620,136617802,8495818,141767962
1,196604814,188336271,196060435,177446588
1,171134915,158864355,165233320,170283750
1,109862488,99467335,105214459,104424511
1,204958214,206185482,195675161,183801582
1,153039380,209514290,177505720,189825287
1,197975637,207123731,207343764,196728569
1,207938839,194769066,157694775,203774728
1,75104112,82217792,77057364,80788975
1,117799587,114716062,118591640,117559181
1,154029960,165762175,9769128,168357364
1,194987741,194321254,193140851,167261240
1,54734217,42058283,53517849,54736878
1,199834655,194642111,201618201,200619698
1,129674704,142327911,140485462,141845108
1,187570563,189122825,186039217,188814123
1,127204181,114276236,128450377,207890907
1,77440112,102740573,77021746,75718649
1,211124792,213708660,205648565,211706241
1,145513426,161260487,162508544,159295380
1,86380036,83240933,90588168,89765040
1,126383928,141958435,140010263,141782323
1,214681163,212872338,184599077,209306971
1,127621585,130408096,129656760,136217635
1,76384242,112048052,117740859,101303851
1,181672975,183679096,183809722,155152584
1,76815768,75813117,78888928,53208411
1,213588714,207248672,212871894,211706241
1,170183628,138220883,165558877,169989757
1,192077658,180655247,145141200,87503963
1,101420317,31569763,3793521,101376783
1,146783704,135517704,102986129,167382553
1,53257096,53582208,48308335,51370841
1,93708527,192931447,156839141,182181759
1,141041814,130301733,139952034,139287678
1,200311543,187553882,197960794,2999624
1,208288704,213747059,212770711,203513658
1,197752839,195609325,180755662,195779968
1,203008051,211555519,109497256,211521416
1,187371647,156959062,140295469,151964642
