compatibility,item_1,item_2,item_3,item_4
0,177395876,209922182,165233298,191246592
0,176661522,157717270,141497450,89167097
1,189611605,191476573,157692562,190544375
1,120945474,166404370,147024925,102512067
0,193598932,203884929,214766922,43308742
1,191422682,173374319,195729907,195828063
1,209417902,184183306,212091634,208660765
1,177991519,127001872,187518008,184845179
0,201217713,195075282,116433027,191561085
1,80608289,78813837,56647869,76538928
0,179902754,200362070,148482437,200185897
1,184170414,193172538,189895840,193077829
0,90923236,105272244,183005565,207434377
0,179581025,189589139,212040367,200844520
0,190952811,181009080,105816742,209667808
1,192791344,134087223,169046607,155518610
1,154215969,150709028,114997420,145126815
1,169541499,174772305,162223944,174772295
1,181335844,186692370,189069107,172172437
0,202758210,208731646,67087194,144332119
1,205574049,202919714,183032278,200793052
1,173924308,181167676,178720928,178475011
1,194256050,191570909,201436222,197197834
0,209143185,116910243,149847818,198464780
1,192935178,185944114,192552573,149624008
1,104761969,201499448,203617662,201499458
0,193436185,185658260,184951102,78075372
0,192408618,189409662,178461625,162358019
0,163099159,188742829,61835831,188177236
0,66863222,85173189,71325042,194769602
0,196667367,185802354,149694870,170074137
1,210104512,202594570,207680915,120461943
0,184556957,193586731,190756285,197569317
1,180884112,140812367,196124307,189046573
0,193105020,150351506,151368183,211758973
0,155807534,195717296,187889757,149281241
1,101780760,106839400,117877491,48355257
0,71677805,184553167,148807551,144492297
0,198169825,215678103,195665362,6690659
1,210367161,207312777,210544142,207106186
1,121687059,115027443,118169985,121723450
1,154581453,159834068,158589766,141903600
0,204937402,201826547,78029258,191892053
0,164467020,178460816,78117265,185158848
1,207065130,203936372,204628054,211640483
1,205135940,204767260,206138657,185937432
1,110406053,110193499,74107483,108105818
1,182454084,194254461,193756491,189044277
1,71364144,50453262,76712901,49429846
1,193932726,178987600,191694407,174191673
0,200598939,163780727,212837034,171735301
1,131589764,33610672,143596665,136201747
0,63277771,207487203,128943990,170230203
1,164444661,160414907,169265719,172216948
0,196601703,197664774,78355959,213709404
1,184054796,201736162,65458798,195145062
1,28930634,35577568,42823788,38549935
0,183194297,211229875,200957054,191643267
0,194981540,205725757,89522921,67502141
0,97466241,155081440,212400156,188018830
1,196201757,172517359,186707409,201549115
1,93708527,192931447,156839141,182181759
1,171802166,191641530,43375930,107998903
1,209829295,207649566,203470938,203527526
1,192793071,181769029,169413238,122738235
0,199901809,138081878,214768952,120015134
1,135658257,132762406,127625113,132440072
1,212524001,214631099,213394260,201139729
0,212411133,120824060,99619512,102731060
1,116953617,112747769,67087194,53205987
0,75288868,201074209,119966292,88464344
1,201776647,202109609,207194893,183639308
0,206491936,206511556,118496150,142646716
1,212992927,211838097,212921856,196684750
1,200691542,202981560,184797229,204002088
0,187038064,180474281,206511495,209808819
0,211655433,204827203,172242879,167252392
1,137868811,138263784,140363374,127749437
1,176866453,184614643,178461625,184614178
0,191321345,139814869,68567686,166569512
0,128994958,170358115,100659317,209584693
0,8403588,208415981,9070114,188561791
0,199838672,201174582,148293424,190811719
1,212204932,196015097,196316373,201891088
1,188901866,188901197,188901497,171050077
0,214640950,125093601,74107483,195617744
1,214251937,214938862,192553363,203577689
1,142272620,136617802,8495818,141767962
0,169718412,207721026,212844190,206845388
1,175179793,168532357,176114818,174540804
0,117781349,138012215,58177803,191609585
1,119700825,106335031,119966292,121351723
0,186405265,171679288,74383344,160212410
0,186453308,204286223,161296503,93410653
1,60759589,58053444,60387648,59583100
1,90200891,101871587,105465417,22103494
1,202651203,207351770,210024365,191219168
0,209563294,23187220,169413238,211521416
0,174829228,179062732,77057364,136130831
1,206481195,192212042,207497455,140516706
1,210447315,210630832,95751783,213083867
0,195680628,159363134,174662947,192230271
0,102525013,180795071,189792789,193827341
1,190862423,204084662,204625635,203979464
0,180666946,133440258,134012864,209770247
0,205207147,202799172,73455078,166527493
0,164729238,215502641,79041963,195798818
1,194233408,193137389,195624311,185534491
0,185255387,134367590,208412573,191317005
0,137517301,110028430,203678750,214905249
1,87704243,87876674,59453969,88603140
0,208152780,166968410,189614162,133310720
0,115647027,201150904,154318918,167927609
1,102525013,101546848,100886839,102403218
1,82737614,35320114,79949526,65081740
1,203488858,209291059,196065595,193565445
1,31480398,97238095,87436267,119348293
1,127006135,54528677,102935813,113396350
0,73615403,208351783,184263551,184090583
0,49158733,166732851,161399156,167273244
1,138886553,138360561,73784586,138348360
0,213097764,146709617,183904683,215455679
0,181554920,198218383,204625635,119662088
0,189559800,152171632,213234810,196226193
0,139295559,212150267,209334172,178366934
1,174615472,204843177,191842107,138625349
0,167269106,178826572,159668735,200745406
0,160836047,167352002,79041963,191778796
1,207214996,208742206,205019396,203490174
1,193637219,204719993,213543814,214209589
1,202943882,193355244,170157657,191625773
0,162127233,213343566,161573677,99867681
0,210108157,118355551,178255072,195372366
0,213066756,200794479,90518135,146175129
1,58245831,64798006,62516933,65303276
1,53319909,53356441,59111155,36329841
0,196607617,208175583,188977938,102190341
1,206615769,177739049,190486274,185053751
0,182273053,161260487,58282983,204467433
1,192408625,196169657,171913502,196169695
0,131218217,178260386,126560658,210475852
0,125915774,121026006,191669626,192409451
0,188176604,25265158,197099128,181472287
1,76662746,75984174,50234355,76733839
0,178405632,1027065,196065595,210842330
0,158354567,205868468,66709240,175017852
0,125639474,215222578,213578709,129802589
1,191245292,148452853,187116812,190470618
0,202598673,110500413,204653404,78938905
0,201069248,164553209,134959988,156441423
0,179534069,168129100,199609590,186812283
0,194867037,157711639,36683635,155647330
1,82399872,103847282,100357175,102984085
0,178552459,99936646,189844551,194998290
0,212051579,148030706,184100337,202940101
1,209310562,203917021,172158987,94866284
1,191764703,196851200,198410963,192969187
0,207007174,130890719,214344672,214020027
0,215210496,177348445,201455078,193066303
0,41821929,205408943,111865108,165576971
1,184278450,182777762,168153303,178931571
0,207192922,205477044,201653121,202205320
0,199589936,173736569,202544473,59143380
1,161172541,171158940,206683100,203516847
1,121952971,20816718,39059296,87077188
0,173091459,174178307,68644403,158869530
0,209552350,200082065,135094921,103400085
1,176720394,195545272,181251476,157195547
0,205523734,201765454,130644186,155759680
0,209825766,200667274,113257216,86865261
0,202166527,211442244,209734699,142072152
1,201270643,201267156,191435078,139505583
0,116670253,206128606,57587981,192909689
0,198217872,198544517,168036160,206297034
1,177731546,179637187,170904692,181881650
0,204173696,199340525,193406219,181983323
0,210115124,180220791,196424044,207177249
0,79469827,165781705,156367233,113261996
1,140246376,196800786,108409162,169024039
0,179907475,108939283,163094406,105456282
1,122140344,129235008,131176381,115588701
1,215215467,194648468,209979211,214768658
1,194987741,194321254,193140851,167261240
0,163193913,135484146,166639249,189871625
0,214261074,212205686,179994651,213941585
0,209966603,144388111,31083657,185120670
1,114538695,112369858,118496155,113659741
1,177427735,203643808,191310170,202766008
0,195165561,197315593,182904496,209182092
1,212667102,206266107,214766922,208496108
1,65874524,180742031,183015863,129626825
1,114101214,106378677,131892457,115588701
1,111459187,106242683,114456415,106348008
0,134362643,197342872,167357310,104256666
1,209968335,213417812,210419219,213085090
0,147099061,138341310,6664194,207341373
1,167296282,201891549,182904496,201893857
1,172140723,192101306,188453627,181871768
1,204958214,206185482,195675161,183801582
0,120716418,208781029,194883650,199897575
1,127621585,130408096,129656760,136217635
0,200589676,165123294,64723406,180507100
1,187547964,184611406,184607807,172842467
0,132772568,215277709,129941199,160582785
0,199724482,182735020,168985603,193689971
1,180517555,180652200,125504751,166973286
1,204774613,172666244,143852448,132837797
1,174546911,160416404,179116919,172104922
0,180906126,211000181,168153303,168257792
0,159376785,179882125,128603620,132604735
0,23384110,207962768,130774655,208819182
0,188889120,213807826,209168745,213416238
0,194343278,202730768,188757114,145311905
1,107823917,140735541,123917553,137701445
1,66049378,65828455,8550510,63744172
0,204638926,188788487,206615573,174846916
1,213750382,210566061,209439949,213944669
0,179750160,210981827,142539979,78621187
1,115198671,108345265,49287820,114722700
0,194233670,196123827,77096071,142502408
0,206758207,200129630,94724047,214321243
1,147369308,145962909,123528799,130524219
1,50541378,64627846,64723406,57875575
1,167571884,181520362,57587981,143218097
0,195838279,211602757,169935252,172546211
0,189702464,90933702,199748405,200099319
0,209925744,156895528,127825490,195521155
1,87272345,97745456,112602789,97210964
0,208456278,184102143,114257432,126985397
0,105123708,156597242,153310966,207031775
1,179227186,181513656,154112180,171357038
0,179328807,129606896,14446600,214759529
1,206885929,209506512,204383324,208614375
0,169381916,145868463,159853907,180878699
0,207326970,187256682,161036009,192553571
1,113648247,115282252,118419071,111989231
0,205908506,183987744,128019484,171050077
1,205640689,187561106,169896431,192967723
0,167072176,146329857,181773474,161005527
0,176307606,134413993,211699006,210365332
1,201314159,201540001,182233142,191213417
1,77440112,102740573,77021746,75718649
1,31480454,31994725,35106476,26668202
0,183279332,206838879,181051881,178931680
0,205414980,127547966,186678530,171702368
1,177991519,210767863,169045975,210626557
0,180985895,92828126,209015727,212640596
0,181110803,206695959,196569096,200051430
1,213357156,214249855,214537021,211145017
1,204899003,207722665,209967254,202050179
1,76384242,112048052,117740859,101303851
1,206730803,206730683,199811866,206730686
1,209888290,209281446,166935805,14812771
1,113099609,110653878,113627787,112167284
1,204975400,196088802,142138982,209916964
0,194233408,78068561,126686019,187398362
1,146783704,135517704,102986129,167382553
1,195192842,204623017,204298185,204244580
0,190546545,158077199,178720928,197041634
0,5156598,135600084,130917091,135787682
0,206198507,97740720,205282106,81527464
0,72656693,198332989,205339240,210923709
1,195894366,185186166,190298728,195679150
1,204230814,211429176,213043315,198345101
0,202007499,203568973,206574100,213085090
1,107138187,147433100,203567932,30022896
0,138139454,177531304,166491296,143615140
0,167161308,202780224,145141200,160820663
1,166648954,197489893,188170017,187445057
1,157636847,143678356,157616522,68526163
0,128455754,145541763,190198722,187982740
0,184707495,207760069,74383344,75552297
0,213211209,202106970,205548720,181474543
0,180468099,186094815,179704843,208636827
1,99565378,102197983,105030929,87957341
0,177591787,164081310,210419279,95615141
0,179848009,71546002,121892923,201226807
1,98443781,104760680,66709240,119601396
0,208931572,213410996,142552406,201265630
0,194878719,204448074,178720928,212088438
0,183421908,214321252,64080343,209031699
0,187993973,186726521,11302534,205016394
0,205378173,164364354,76821402,173391841
1,173785036,191200306,196569096,113108115
0,204679603,208446453,201240658,200463915
1,201226168,209057152,148890103,82480108
1,135506628,137744510,128943990,137612002
1,158494797,172234126,170543269,161083752
1,83535683,116574832,112973891,15723124
0,180378830,138198884,145141200,203050280
1,192077658,180655247,145141200,87503963
0,165184522,72411220,187518008,91214610
1,168673580,181671263,202306099,152291663
0,212149151,169901041,191310170,79758639
1,164184304,178549809,173978633,213785806
1,203293235,203404481,172004984,202120286
0,210211416,212228743,72014808,133321145
0,135829518,113903745,155740669,174101507
0,202209900,192824591,204882323,200758526
0,157703337,207095458,203567932,207459533
0,174467301,205412194,201459999,195792052
1,168882228,166443058,175269965,170230432
1,181811331,208490947,201939267,173495908
1,201845615,202163272,201779954,202716418
1,187502437,168505613,189977167,151873043
1,53257096,53582208,48308335,51370841
0,154358234,67879186,10802509,184987308
1,119151118,196300750,119892988,196300922
0,192644312,204859780,205177840,211150570
1,215287024,214631122,215096027,210435424
1,193352613,173962255,180629225,192660219
0,212598506,183883874,113135717,198231285
0,204449585,213084049,43338782,208606308
1,65582665,24408972,62420767,27073444
1,167984574,145252306,148594788,181705009
1,171665125,157097756,168224191,150979033
0,86403615,163344555,192453794,207062714
0,195868935,25303615,129471339,74928659
0,205346867,199480595,213232634,209682979
0,180817163,114354190,202014524,209194647
1,187287927,169698661,183993843,167298126
0,192266835,115437548,145213245,214794246
1,202438536,209672235,170640334,209173450
0,172313555,172822673,115303949,191702609
0,180542310,204296088,183809722,193531685
0,215215467,210089337,169046607,200362284
0,207097776,211920089,207291037,105426431
0,90219164,204293453,130482958,211147618
1,158328008,174470199,126560658,167752441
0,120623607,29991785,190314312,204476480
1,77959463,78611262,78511641,78238418
1,164618507,184092890,190383935,176883697
1,152527541,149082682,116433027,148497730
1,178559912,176736654,171683025,178709289
1,139420521,131109195,136180503,115111170
0,141157377,65435899,99720046,183951713
1,207939950,209380599,207768215,203697177
1,180566349,139252531,193518893,174448447
1,181241775,197030789,213443759,212582050
1,138589509,149835557,76621772,154939819
0,151971832,201583504,115856935,184003674
1,89552218,65521152,3732051,94131751
1,210280836,212942950,212179893,212804535
1,194004596,187972930,190888106,191317740
0,194123392,207158994,89456717,209306971
1,206921999,194442786,192963017,171125773
0,176532338,209956276,106344058,166631951
1,213633043,206757890,199609590,205445474
1,162300401,168955377,172447802,169662939
0,176120962,186692574,183833339,193707349
0,205967135,171002378,196065595,77454970
0,65530974,169023044,205207753,197718787
0,194617516,134900076,206358689,193041188
1,196144884,147659845,186540746,149673396
1,210627079,208161211,211736198,197768677
0,195683340,202143637,204002523,149642711
0,92944467,195483486,190314312,193299696
1,130643975,134945146,135094921,111529634
0,206264565,191102297,119966298,205310338
1,162736113,174589013,143697682,175119477
0,171822467,194926401,211182431,34519725
1,95697798,88222966,56019936,59227278
0,213200640,129001610,188457819,113425832
1,193417705,212394823,208657108,209831412
0,209988175,152240214,157160766,115588701
0,148554371,173047938,206571439,207459533
1,122438206,121971218,74232212,113261996
1,145360942,169259808,180236035,179734357
1,186722641,187107310,195264534,185463539
1,113641575,115841158,119935126,119743477
0,99049016,190858243,209948704,200791373
1,61152083,81109116,63589262,81724265
0,163982093,159834068,167942091,196116536
1,71056104,76914495,76821402,76710745
0,167766944,139945265,202205281,163550824
1,159376785,201795092,153438840,71993501
0,183773121,183946046,25029614,130616091
1,55108786,1230720,44432219,50270560
1,191311255,191311157,191313764,191223191
1,119726732,210372276,190314312,210594710
1,209988175,208674006,212844190,209194647
0,180613841,55551273,114997420,26668202
0,153790983,60423411,191462727,149646038
0,211987972,200505985,179823164,204176669
0,210432697,140479786,108409162,202889868
0,80985654,144338811,127825045,173598128
1,209369338,208966301,209328237,206003200
1,202025235,201826113,200343636,179049884
0,209875644,135697649,142138982,209176759
0,205297748,177403910,207939195,167381641
1,155982343,155839826,154706983,131138208
1,143603075,137648281,145065201,145212745
1,113204463,207624559,176760807,151020313
1,96961021,125000577,120492535,124520232
1,178042138,100428043,206589048,75738650
0,139861582,208961514,140485462,195469995
0,167588988,185215896,182423187,182817912
0,67585903,203055973,76911191,26760608
1,150908261,143987676,132781768,128626163
1,175355579,191611888,168878347,179663360
0,188083025,210965050,143356856,94646377
0,212413884,213281709,188953213,139507195
0,107307153,184793895,191907542,191313233
1,166655014,181340867,173436514,162798632
1,214775891,205461550,145809785,214249489
0,169966782,155845259,152127018,204182121
1,144904374,138565553,59609713,143685626
1,52982549,82812082,89048846,93410653
0,181044240,205119683,183747134,207722756
0,158778091,141033877,67087194,4423627
1,207709991,138638938,206571439,127603202
0,180095819,202232277,16784542,153645811
0,167932213,213717504,157173938,43108218
1,194776238,191892633,191669626,180365898
1,85312382,106412706,108057888,103237881
0,213693385,171533326,205019396,186512657
0,198172187,82484535,198745091,177309131
0,195135398,208709664,211525476,174100841
0,158137346,24845839,201012829,207518201
1,202008513,179109789,89456717,177648624
1,209804649,207557930,207990627,152332576
1,41481672,44335837,44909694,4423627
1,206641404,194536015,206511495,213014664
1,128009744,83200436,76911191,82755532
1,114274346,112176358,100610395,119224086
0,212890993,140329186,194313936,201096220
1,202858470,206301481,174961494,206285685
0,215609507,167531330,76621772,200139770
1,127468847,155592296,156387967,151450658
0,201769161,119788569,65048299,189731796
1,208765187,204940241,209928294,209854817
1,174827248,180363734,170904692,180102318
0,210656524,143872043,108562640,211654437
1,13748483,12465525,17330294,16802478
1,115123378,117787918,117788031,115094951
0,211602571,194824468,174084229,193827341
0,208463524,207990966,109343654,152016467
1,206999662,192886993,195102261,130096473
1,88277782,118355551,48767574,78621187
0,105151293,131493764,129656760,95677965
0,141969892,109099548,100295861,36421246
1,174770445,177311923,176599337,176222096
1,213443534,214454481,196222989,203516847
0,166549221,118559254,38732150,183015983
1,197752839,195609325,180755662,195779968
1,200412600,178442579,207214157,199667814
1,211412517,211159880,184485577,204086724
0,75769611,208161211,210547941,130385954
1,195298378,195540860,94420194,203575319
1,195911103,195925898,193931963,194823169
0,177747645,214249100,178461625,202214453
0,167483609,201753250,200095068,184955377
1,78848318,71681641,53869625,77002776
1,101717809,119278044,91358652,172619032
0,179620279,151981179,139297534,204951128
1,197972563,195996171,152220306,192966244
1,153791091,210332830,205441825,211087659
0,173811366,177162449,126843536,109042133
1,64165481,33755217,12748143,65018830
1,58241786,69453427,68644403,69515424
1,181162017,181552509,68532028,142029154
0,145459215,184295682,206891371,174933081
1,85338955,66847833,131058548,123856292
1,61044212,75773069,77991006,71632597
1,210638346,199615611,130917091,208699542
1,129674704,142327911,140485462,141845108
1,134739696,126477290,126555847,133516503
1,142687746,190433829,74389242,207024496
1,196356868,195483486,204703901,205274987
0,89112917,181027074,203470938,116393588
1,206061273,200298353,198105364,194498259
0,124394211,174841101,167853990,209532576
0,80702608,204306688,95934182,206180405
0,173480802,210378897,206138657,166673331
0,174594116,197785050,170157657,177185269
0,184971314,128222302,115856935,204760277
0,177341452,156494158,15463580,209620694
0,173981684,179902666,113627787,206712067
0,185876905,49693212,207680915,202934157
1,71734384,80184180,70427205,46703243
0,72820591,165667291,179301065,187260625
1,211022436,211445193,143804916,211944051
1,172914971,209106655,189614162,197225250
0,148554751,192957239,145141200,207065068
0,65590693,194895235,177334361,163598275
1,61596907,62825513,53360713,30226372
1,108373225,113725418,110178861,110683716
1,209952145,212848252,157692277,212848233
1,193586810,182262217,190533502,192479487
1,185295743,142486494,156581426,193812194
0,179861117,206294645,139952034,172851485
0,132948095,196337508,169265719,195499208
0,87750099,211905699,192963017,155763080
1,207324741,195890590,201598006,207114575
1,75707929,101780382,50235496,105240574
0,177777625,196368779,156935628,123879061
0,188640801,203965428,79949526,150919962
1,178407284,200686634,167699777,179330387
0,188954785,131396469,36933815,158498004
1,119875439,86066155,119592293,97851403
1,173874867,186209997,88298252,159779117
0,113953327,199620018,201598006,190262730
0,199589936,202461904,143302174,132762462
0,192201795,195827050,153361385,87296037
1,125362501,146241376,150528436,149949587
0,201349502,157942374,201389736,205750368
1,110023664,210715845,58088338,140384999
0,186163579,183756068,136224369,188020480
0,208131967,181119965,158888882,110048588
1,210495354,144394034,212871260,210347528
0,186106251,193302090,190492367,193092626
0,185367573,197923351,119146029,184403852
0,201484457,212333604,143852448,205104909
1,206536282,69300323,190314312,14810374
0,207305641,207423956,180800745,101225993
1,50772156,179876003,207195440,191702609
0,212627020,184736805,161498471,104424691
0,192944095,150564123,183378741,163011784
0,177868041,157526544,197268117,93312556
1,139136556,135638853,101369282,104895670
1,212228064,211575408,212400156,210630716
0,201408599,188176042,128472092,152145948
1,202524669,202783221,213873033,209792305
0,193346792,204784504,187614877,195489934
1,195628755,208855189,209470735,209470224
1,213597839,194599167,178978857,194599145
0,134387137,192382788,202380707,142405387
0,162791674,203046181,169807557,206394277
0,203054366,147713237,85551450,170875283
0,206886526,206640791,177411454,91178542
1,105437858,98895870,104393931,105454887
0,166966900,102562843,192152406,193744383
1,159852934,149827578,167584127,173679673
1,159158818,138266438,143945870,143803182
1,207125780,206687502,198253464,190634963
1,209400873,205816411,205911253,209444649
0,158568537,160419706,213043315,209161105
0,195500342,167451870,205548720,211568612
0,180758040,180360044,129656441,204784322
1,162520224,152240214,157703333,162841710
0,193371295,167233327,174411760,183855837
0,180649740,212848358,74725093,202781539
1,202878786,202464821,197272660,179916410
0,83711957,163438497,177532825,207206144
1,179795518,183795535,145969598,141375288
1,132681047,131963550,100659317,132466628
1,204656053,199559272,201971916,191944205
1,177991382,207760069,160719953,206297034
1,186072471,195374977,211553902,194139391
0,148421776,211037500,134665625,210900459
1,212275533,212835123,197682232,212769887
0,204623530,188378123,8495818,171903811
