ID,Semantic_category
208184934,bottoms
110099931,bottoms
184195889,bottoms
103636438,bottoms
141505966,bottoms
197498651,bottoms
105426431,bottoms
50218066,bottoms
103806631,bottoms
153087957,bottoms
213386365,bottoms
107708969,bottoms
41591612,bottoms
66079634,bottoms
15626240,bottoms
75280555,bottoms
194108693,bottoms
75552297,bottoms
124140060,bottoms
202169901,bottoms
152263357,bottoms
174860264,bottoms
88386762,bottoms
126440136,bottoms
207788929,bottoms
154352739,bottoms
182440189,bottoms
116884330,bottoms
139506765,bottoms
160589975,bottoms
110183291,bottoms
149674231,bottoms
80283029,bottoms
125670424,bottoms
144414176,bottoms
202264712,bottoms
95409378,bottoms
178682852,bottoms
204716589,bottoms
210923709,bottoms
187901325,bottoms
93575463,bottoms
156291742,bottoms
126532763,bottoms
186068101,bottoms
123856292,bottoms
95319180,bottoms
52995964,bottoms
157387023,bottoms
101030502,bottoms
203299870,bottoms
191223191,bottoms
186912420,bottoms
199539877,bottoms
192553571,bottoms
156913620,bottoms
119737714,bottoms
193779439,bottoms
55431958,bottoms
182777484,bottoms
150366254,bottoms
158023278,bottoms
104424511,bottoms
188782364,bottoms
160820663,bottoms
111832838,bottoms
172725196,bottoms
149579931,bottoms
119224086,bottoms
176643263,bottoms
110589594,bottoms
49213997,bottoms
174423129,bottoms
66215175,bottoms
157784711,bottoms
194643553,bottoms
128239204,bottoms
145311905,bottoms
27604553,bottoms
179564898,bottoms
157113632,bottoms
200223130,bottoms
197278206,bottoms
188161594,bottoms
171484959,bottoms
178543419,bottoms
149674309,bottoms
185308631,bottoms
196116536,bottoms
78075067,bottoms
163787033,bottoms
201462585,bottoms
145924437,bottoms
114561196,bottoms
48680804,bottoms
186983613,bottoms
183678872,bottoms
148934133,bottoms
63744172,bottoms
151020313,bottoms
9622513,bottoms
178173114,bottoms
214794246,bottoms
189755494,bottoms
192306387,bottoms
114004920,bottoms
77194576,bottoms
210545502,bottoms
52392050,bottoms
79628364,bottoms
144309709,bottoms
75918802,bottoms
193702037,bottoms
185770639,bottoms
212582050,bottoms
126844746,bottoms
152397671,bottoms
191396440,bottoms
45295944,bottoms
136201747,bottoms
77454970,bottoms
122495255,bottoms
188177236,bottoms
65018821,bottoms
171810432,bottoms
209792900,bottoms
157603632,bottoms
168539582,bottoms
88655061,bottoms
116638749,bottoms
30187890,bottoms
208846890,bottoms
142384231,bottoms
144353468,bottoms
148895554,bottoms
58746534,bottoms
169465217,bottoms
133228951,bottoms
87116286,bottoms
189668545,bottoms
187955729,bottoms
177446588,bottoms
109409833,bottoms
150979033,bottoms
125927262,bottoms
173082981,bottoms
94131751,bottoms
124370263,bottoms
111535243,bottoms
43380499,bottoms
195192536,bottoms
172117753,bottoms
173539736,bottoms
201893857,bottoms
127937096,bottoms
117579200,bottoms
104654676,bottoms
75630454,bottoms
171702368,bottoms
151167027,bottoms
21874228,bottoms
143770680,bottoms
191609585,bottoms
190885729,bottoms
113425832,bottoms
135334529,bottoms
154617569,bottoms
93312556,bottoms
146027938,bottoms
195132037,bottoms
81131998,bottoms
120461943,bottoms
193827341,bottoms
204423443,bottoms
74561692,bottoms
209161105,bottoms
201021913,bottoms
78267248,bottoms
199966675,bottoms
189825287,bottoms
103364077,bottoms
119189250,bottoms
213810110,bottoms
166432727,bottoms
185534491,bottoms
75083008,bottoms
170645732,bottoms
209045970,bottoms
143870699,bottoms
213941585,bottoms
162410864,bottoms
210247976,bottoms
23411964,bottoms
191134976,bottoms
133923511,bottoms
189923024,bottoms
202326028,bottoms
126985397,bottoms
77256797,bottoms
119833215,bottoms
119115567,bottoms
177648624,bottoms
143950642,bottoms
206712067,bottoms
85205898,bottoms
77002776,bottoms
139542209,bottoms
195321346,bottoms
167261262,bottoms
57805737,bottoms
99867681,bottoms
200414929,bottoms
196226193,bottoms
186735012,bottoms
169801597,bottoms
122592460,bottoms
211150615,bottoms
116746040,bottoms
185216331,bottoms
208269445,bottoms
138011272,bottoms
129078813,bottoms
76733839,bottoms
204093697,bottoms
69918526,bottoms
212012722,bottoms
98321751,bottoms
152239935,bottoms
163602444,bottoms
71565756,bottoms
211587665,bottoms
85515074,bottoms
73576542,bottoms
188128810,bottoms
176985956,bottoms
78256000,bottoms
100521938,bottoms
208039295,bottoms
95828892,bottoms
129189548,bottoms
197509623,bottoms
144471308,bottoms
171520744,bottoms
134026076,bottoms
174540804,bottoms
177185269,bottoms
105551486,bottoms
154710267,bottoms
149311724,bottoms
148053182,bottoms
207206144,bottoms
194094243,bottoms
77268304,bottoms
210435424,bottoms
192660219,bottoms
14587729,bottoms
195469995,bottoms
178051344,bottoms
180781558,bottoms
72131928,bottoms
180022816,bottoms
31144562,bottoms
59116499,bottoms
144529634,bottoms
83656943,bottoms
150210535,bottoms
3924961,bottoms
195394560,bottoms
163257561,bottoms
190060760,bottoms
213458656,bottoms
37248138,bottoms
100749159,bottoms
180652935,bottoms
211640483,bottoms
184295617,bottoms
185119371,bottoms
154120995,bottoms
87788311,bottoms
74883720,bottoms
75603904,bottoms
144757073,bottoms
132332610,bottoms
176141908,bottoms
118094678,bottoms
161435094,bottoms
184112837,bottoms
205471079,bottoms
192718170,bottoms
50500228,bottoms
161490681,bottoms
191861359,bottoms
210303388,bottoms
183517229,bottoms
57813148,bottoms
115202141,bottoms
172451402,bottoms
212384710,bottoms
191701522,bottoms
129424794,bottoms
197718787,bottoms
54812202,bottoms
185752769,bottoms
78307697,bottoms
200139770,bottoms
60312517,bottoms
144552166,bottoms
36421246,bottoms
213559283,bottoms
180365898,bottoms
48752340,bottoms
195873414,bottoms
144392582,bottoms
158186025,bottoms
203920446,bottoms
116387524,bottoms
181451601,bottoms
200639682,bottoms
82187486,bottoms
172513274,bottoms
129626825,bottoms
77133423,bottoms
106622148,bottoms
161081665,bottoms
130325354,bottoms
192409451,bottoms
122231559,bottoms
137456335,bottoms
179545153,bottoms
99917811,bottoms
64091620,bottoms
93581362,bottoms
149771719,bottoms
193970754,bottoms
145342807,bottoms
100844256,bottoms
1100610,bottoms
154291698,bottoms
118776712,bottoms
138610347,bottoms
178763112,bottoms
169206912,bottoms
165430940,bottoms
209667808,bottoms
140776008,bottoms
195377941,bottoms
201480472,bottoms
208626147,bottoms
203796171,bottoms
65178566,bottoms
34487006,bottoms
210454502,bottoms
144492297,bottoms
73350627,bottoms
203050280,bottoms
173070868,bottoms
170640278,bottoms
60395432,bottoms
148536972,bottoms
144423927,bottoms
205813444,bottoms
200654529,bottoms
158869530,bottoms
140428822,bottoms
165364119,bottoms
94793968,bottoms
73024465,bottoms
175918870,bottoms
184088986,bottoms
191778796,bottoms
52097345,bottoms
172606325,bottoms
181818815,bottoms
200562692,bottoms
54736878,bottoms
146267690,bottoms
164179900,bottoms
78768695,bottoms
191307581,bottoms
75620568,bottoms
60466262,bottoms
155678591,bottoms
210232487,bottoms
136897478,bottoms
205092148,bottoms
203850085,bottoms
144332119,bottoms
199814213,bottoms
60878395,bottoms
214502858,bottoms
210269525,bottoms
60842554,bottoms
125276244,bottoms
188670967,bottoms
211542202,bottoms
106262571,bottoms
137524495,bottoms
115633953,bottoms
171303298,bottoms
95412464,bottoms
94407431,bottoms
183418078,bottoms
134720584,bottoms
155131792,bottoms
132847494,bottoms
139948191,bottoms
173945750,bottoms
126810323,bottoms
211362592,bottoms
66092503,bottoms
182817912,bottoms
14430215,bottoms
36842521,bottoms
203578520,bottoms
182233374,bottoms
166369121,bottoms
98169744,bottoms
209481393,bottoms
122681088,bottoms
125601803,bottoms
213052479,bottoms
199770266,bottoms
132440072,bottoms
184493883,bottoms
191716096,bottoms
105149496,bottoms
189176565,bottoms
209831412,bottoms
204182121,bottoms
127749437,bottoms
141767962,bottoms
204948610,bottoms
140516706,bottoms
149679306,bottoms
149576405,bottoms
72410795,bottoms
157189310,bottoms
200463915,bottoms
161436664,bottoms
206532131,bottoms
153563751,bottoms
158793076,bottoms
202037722,bottoms
159779117,bottoms
169136040,bottoms
136186404,bottoms
195220535,bottoms
112093489,bottoms
26167116,bottoms
200700834,bottoms
36329841,bottoms
57307634,bottoms
101165901,bottoms
86493630,bottoms
209266282,bottoms
172436368,bottoms
177318030,bottoms
37163805,bottoms
165781599,bottoms
202246588,bottoms
195902450,bottoms
208278715,bottoms
188405789,bottoms
138788675,bottoms
159401236,bottoms
196516780,bottoms
169166214,bottoms
209447485,bottoms
195489934,bottoms
207459533,bottoms
185154923,bottoms
181474543,bottoms
191205841,bottoms
185120670,bottoms
164445431,bottoms
214019978,bottoms
60399018,bottoms
129511537,bottoms
163543206,bottoms
200745406,bottoms
170283750,bottoms
10972785,bottoms
174337406,bottoms
188257329,bottoms
213243001,bottoms
198345101,bottoms
22103494,bottoms
160582785,bottoms
206707489,bottoms
181472287,bottoms
74167606,bottoms
183441974,bottoms
197245563,bottoms
95997696,bottoms
155441526,bottoms
205367954,bottoms
78075372,bottoms
119078663,bottoms
45899947,bottoms
199522628,bottoms
35942506,bottoms
191552744,bottoms
197105190,bottoms
213286606,bottoms
193059941,bottoms
195039862,bottoms
155860250,bottoms
136322918,bottoms
124177956,bottoms
87957341,bottoms
202758890,bottoms
200873877,bottoms
157892065,bottoms
22475547,bottoms
192899798,bottoms
146239172,bottoms
127189106,bottoms
161379931,bottoms
210626557,bottoms
133066819,bottoms
128103039,bottoms
191561515,bottoms
184975115,bottoms
150956657,bottoms
121765979,bottoms
98849067,bottoms
204886736,bottoms
212029169,bottoms
208794502,bottoms
165308099,bottoms
165012267,bottoms
128112476,bottoms
195492295,bottoms
62987607,bottoms
199526890,bottoms
209174065,bottoms
174183392,bottoms
117851203,bottoms
202275055,bottoms
129947365,bottoms
208604300,bottoms
187392949,bottoms
22397155,bottoms
200845721,bottoms
195521155,bottoms
115457379,bottoms
173158700,bottoms
30226372,bottoms
143603385,bottoms
158228635,bottoms
206063842,bottoms
62179313,bottoms
208652507,bottoms
186064613,bottoms
113199879,bottoms
201817487,bottoms
75863465,bottoms
211429866,bottoms
188737093,bottoms
181881650,bottoms
93718985,bottoms
42180488,bottoms
211145017,bottoms
156767526,bottoms
41160812,bottoms
194421630,bottoms
161005527,bottoms
148948637,bottoms
61603515,bottoms
42561244,bottoms
178709289,bottoms
115144591,bottoms
97077651,bottoms
190262730,bottoms
194361962,bottoms
173409141,bottoms
181353609,bottoms
194673141,bottoms
88464344,bottoms
151173851,bottoms
118295431,bottoms
59086137,bottoms
213700307,bottoms
159746069,bottoms
87077188,bottoms
126320439,bottoms
134094412,bottoms
211848693,bottoms
122147678,bottoms
180102318,bottoms
107223268,bottoms
155647330,bottoms
186767710,bottoms
205539094,bottoms
77280975,bottoms
125098116,bottoms
150410849,bottoms
183092483,bottoms
187175917,bottoms
104379532,bottoms
132844148,bottoms
180511027,bottoms
48304147,bottoms
132087636,bottoms
112506533,bottoms
200343031,bottoms
170424765,bottoms
101879877,bottoms
174042918,bottoms
50007187,bottoms
41638330,bottoms
211162164,bottoms
174969809,bottoms
147116128,bottoms
53943951,bottoms
53940707,bottoms
190505962,bottoms
151938690,bottoms
207019944,bottoms
57659820,bottoms
126339906,bottoms
174131198,bottoms
203037161,bottoms
165520334,bottoms
123686461,bottoms
12851989,bottoms
200621960,bottoms
195779968,bottoms
162339222,bottoms
73287433,bottoms
180643592,bottoms
75527546,bottoms
192969187,bottoms
27953586,bottoms
170141585,bottoms
49882430,bottoms
120530912,bottoms
174139876,bottoms
60090295,bottoms
116964704,bottoms
43108218,bottoms
44317689,bottoms
173941689,bottoms
197768677,bottoms
176101546,bottoms
147282365,bottoms
85719176,bottoms
40167842,bottoms
155694209,bottoms
179655578,bottoms
151964642,bottoms
52288738,bottoms
14813416,bottoms
161181894,bottoms
134389933,bottoms
188824681,bottoms
123710520,bottoms
104904853,bottoms
187982117,bottoms
212554260,bottoms
207062714,bottoms
120259516,bottoms
152291663,bottoms
209916964,bottoms
65019071,bottoms
193917753,bottoms
209151302,bottoms
214209589,bottoms
192086799,bottoms
211223428,bottoms
155518610,bottoms
186370171,bottoms
49877898,bottoms
206269007,bottoms
97355966,bottoms
141825680,bottoms
179734357,bottoms
136480019,bottoms
206790100,bottoms
51897233,bottoms
213014664,bottoms
115588701,bottoms
198227036,bottoms
156993077,bottoms
134717372,bottoms
63232765,bottoms
66490837,bottoms
197706241,bottoms
191319256,bottoms
113943344,bottoms
91090526,bottoms
130526973,bottoms
498223,bottoms
214780138,bottoms
80185579,bottoms
187790481,bottoms
128960942,bottoms
106388024,bottoms
122398233,bottoms
167837002,bottoms
205471423,bottoms
184310737,bottoms
208626557,bottoms
186385076,bottoms
81031114,bottoms
74518223,bottoms
165389774,bottoms
137519046,bottoms
96361303,bottoms
91821978,bottoms
109042133,bottoms
177434209,bottoms
194647995,bottoms
112651165,bottoms
168923216,bottoms
12778294,bottoms
130385954,bottoms
156943950,bottoms
211488921,bottoms
160367312,bottoms
116897453,bottoms
14810374,bottoms
197988597,bottoms
163565913,bottoms
187921388,bottoms
140749133,bottoms
42381584,bottoms
145732903,bottoms
144603597,bottoms
171735301,bottoms
211087659,bottoms
92430035,bottoms
169070720,bottoms
189871625,bottoms
98281937,bottoms
150264737,bottoms
32829231,bottoms
171067310,bottoms
110819690,bottoms
61449364,bottoms
130616091,bottoms
209176759,bottoms
210596404,bottoms
137428202,bottoms
18928273,bottoms
113702213,bottoms
163787702,bottoms
104854138,bottoms
119087844,bottoms
184915140,bottoms
112348076,bottoms
136705979,bottoms
79046408,bottoms
192584864,bottoms
18976561,bottoms
128070245,bottoms
111471448,bottoms
198491256,bottoms
92931676,bottoms
182181759,bottoms
148497730,bottoms
80520771,bottoms
186626013,bottoms
172912757,bottoms
164679282,bottoms
200968988,bottoms
46908188,bottoms
162358019,bottoms
104385916,bottoms
206505075,bottoms
106924260,bottoms
206910567,bottoms
160028709,bottoms
207808473,bottoms
86555471,bottoms
197041634,bottoms
150986719,bottoms
209924261,bottoms
66633240,bottoms
131140950,bottoms
144256863,bottoms
193744383,bottoms
119767389,bottoms
184503855,bottoms
16141809,bottoms
125295894,bottoms
27892715,bottoms
92579171,bottoms
138053977,bottoms
204982780,bottoms
119836347,bottoms
186152059,bottoms
186667213,bottoms
116023975,bottoms
75824676,bottoms
115201870,bottoms
174885705,bottoms
16802478,bottoms
178839117,bottoms
150919962,bottoms
209983585,bottoms
213972315,bottoms
135487843,bottoms
167690561,bottoms
142594908,bottoms
210661745,bottoms
193649920,bottoms
43675987,bottoms
179026492,bottoms
132837797,bottoms
210459289,bottoms
164528587,bottoms
173391841,bottoms
87952805,bottoms
178475011,bottoms
213177436,bottoms
180376645,bottoms
188814123,bottoms
77914143,bottoms
161250360,bottoms
148402088,bottoms
156256343,bottoms
189964981,bottoms
210476309,bottoms
191643267,bottoms
171519752,bottoms
189055955,bottoms
191554072,bottoms
75977617,bottoms
201516887,bottoms
75738650,bottoms
117559181,bottoms
139354225,bottoms
119704953,bottoms
195298679,bottoms
61410915,bottoms
112060978,bottoms
189911658,bottoms
174816216,bottoms
186573032,bottoms
117361052,bottoms
192711141,bottoms
58956264,bottoms
120113306,bottoms
134599721,bottoms
207694202,bottoms
204086724,bottoms
148846338,bottoms
141757632,bottoms
155759680,bottoms
50515216,bottoms
166569512,bottoms
184845179,bottoms
195521142,bottoms
116100188,bottoms
192966244,bottoms
210900459,bottoms
210647082,bottoms
189407410,bottoms
201071570,bottoms
31466807,bottoms
172706076,bottoms
201265630,bottoms
162798632,bottoms
205101226,bottoms
51591334,bottoms
105806414,bottoms
146209418,bottoms
211150570,bottoms
120315557,bottoms
63043348,bottoms
41959820,bottoms
201845901,bottoms
186009246,bottoms
86242581,bottoms
167244354,bottoms
42876230,bottoms
101027824,bottoms
79566342,bottoms
196946420,bottoms
203929823,bottoms
149537392,bottoms
895392,bottoms
65081740,bottoms
209579832,bottoms
14872994,bottoms
186812283,bottoms
183801582,bottoms
209182092,bottoms
193689971,bottoms
79829159,bottoms
115599959,bottoms
82738164,bottoms
207037321,bottoms
207211115,bottoms
203510653,bottoms
161233346,bottoms
211147618,bottoms
164687142,bottoms
58922366,bottoms
73475267,bottoms
48539606,bottoms
179925944,bottoms
101127745,bottoms
199546561,bottoms
185845574,bottoms
212046618,bottoms
120015134,bottoms
169140575,bottoms
160893187,bottoms
81121143,bottoms
171903811,bottoms
63291339,bottoms
154729751,bottoms
1195926,bottoms
127379115,bottoms
213578576,bottoms
11456263,bottoms
192399016,bottoms
205720295,bottoms
191561085,bottoms
147380897,bottoms
129369861,bottoms
195949341,bottoms
178366934,bottoms
159314257,bottoms
63742272,bottoms
205104909,bottoms
149862260,bottoms
78621187,bottoms
43308742,bottoms
196846275,bottoms
123672151,bottoms
186812600,bottoms
94866284,bottoms
86274833,bottoms
191317005,bottoms
180102608,bottoms
14530713,bottoms
147326300,bottoms
140993761,bottoms
69092281,bottoms
194599145,bottoms
202424124,bottoms
143360730,bottoms
159460470,bottoms
193689801,bottoms
189753332,bottoms
58774748,bottoms
155763080,bottoms
207339332,bottoms
131083061,bottoms
204080549,bottoms
208614375,bottoms
172070673,bottoms
166527493,bottoms
149646038,bottoms
152516238,bottoms
178440937,bottoms
136803059,bottoms
148376217,bottoms
5154736,bottoms
135889017,bottoms
91552496,bottoms
113978386,bottoms
136322953,bottoms
182410704,bottoms
68463735,bottoms
79758639,bottoms
191903220,bottoms
153563900,bottoms
194095658,bottoms
48355257,bottoms
112033904,bottoms
207230468,bottoms
33756318,bottoms
74218643,bottoms
150976749,bottoms
205594260,bottoms
144519840,bottoms
175119477,bottoms
203636956,bottoms
190570956,bottoms
153933208,bottoms
195511358,bottoms
197347598,bottoms
197596364,bottoms
139328606,bottoms
189576014,bottoms
75117518,bottoms
181263955,bottoms
49787960,bottoms
154709183,bottoms
170941128,bottoms
175017852,bottoms
122991852,bottoms
103218528,bottoms
210818291,bottoms
129638429,bottoms
180169780,bottoms
161559218,bottoms
205143695,bottoms
204173067,bottoms
158896826,bottoms
149262888,bottoms
195653445,bottoms
178074536,bottoms
102984085,bottoms
107527367,bottoms
188120430,bottoms
119601396,bottoms
77133535,bottoms
149621267,bottoms
147923453,bottoms
128176986,bottoms
148972442,bottoms
149890724,bottoms
159008536,bottoms
166958247,bottoms
209018511,bottoms
94646377,bottoms
170230203,bottoms
109847654,bottoms
129625999,bottoms
173892360,bottoms
187326736,bottoms
85184184,bottoms
210594710,bottoms
75718649,bottoms
190470618,bottoms
67940406,bottoms
189044277,bottoms
171142714,bottoms
195828063,bottoms
79542928,bottoms
209136780,bottoms
158152723,bottoms
151865897,bottoms
172713269,bottoms
100874816,bottoms
183229818,bottoms
124233540,bottoms
184825197,bottoms
207890907,bottoms
201709795,bottoms
129883137,bottoms
192735565,bottoms
155440448,bottoms
70056830,bottoms
153243406,bottoms
202204580,bottoms
142646716,bottoms
77269292,bottoms
36425946,bottoms
123879061,bottoms
214759529,bottoms
111529634,bottoms
116955888,bottoms
169253274,bottoms
163064939,bottoms
168257792,bottoms
28180495,bottoms
56539916,bottoms
151974073,bottoms
209375418,bottoms
140508491,bottoms
102731060,bottoms
99752503,bottoms
169945818,bottoms
126764805,bottoms
84421768,bottoms
81527464,bottoms
206482317,bottoms
103012472,bottoms
210364381,bottoms
141261178,bottoms
80008615,bottoms
185068922,bottoms
143181405,bottoms
202716418,bottoms
162266085,bottoms
82665786,bottoms
208162118,bottoms
91234837,bottoms
149667655,bottoms
140076171,bottoms
105454887,bottoms
213815103,bottoms
68526163,bottoms
61396349,bottoms
78508987,bottoms
197569317,bottoms
61940210,bottoms
55309323,bottoms
186578022,bottoms
169989757,bottoms
156532515,bottoms
145533048,bottoms
137694409,bottoms
201020544,bottoms
211706241,bottoms
32127368,bottoms
150916458,bottoms
144924403,bottoms
192401231,bottoms
212232244,bottoms
196267012,bottoms
211568612,bottoms
191219168,bottoms
162411350,bottoms
209682979,bottoms
199537108,bottoms
172854965,bottoms
195299666,bottoms
44377097,bottoms
192230271,bottoms
181871768,bottoms
83807939,bottoms
